cnpj;nm_fundo;gestor;classif_cvm;classif_anbima;aplicacao_inicial;mov_minima;saldo_perm;cotizacao;liquidacao;tx_adm;tx_performance;dt_inicio;ret_mes_jul_23;ret_2023;ret_12m;ret_24m;ret_36m;ret_cdi_mes_jul_23;ret_cdi_2023;ret_cdi_12m;ret_cdi_24m;ret_cdi_36m;vol_12m;vol_begin;sharpe_12m;sharpe_begin;pl_milhares
19418031000195;Icatu Vanguarda Pre Fixado FI RF LP;Icatu Vanguarda Gestao de Recursos;Renda Fixa;Renda Fixa Duração Alta Grau de Invest.; R$ 500 ; R$ 500 ; R$ 5.000 ;D+000;D+001;0,30%;20 % QUE EXCEDER 100 % DO IRF-M;11/4/2014;0,73%;14,26%;20,02%;15,96%;8,73%;67,87%;186,65%;147,32%;65,69%;31,95%;8,45%;8,42%;0,72;0,25;234.940,61 
05755769000133;Icatu Vanguarda RF FI Plus LP;Icatu Vanguarda Gestao de Recursos;Renda Fixa;Renda Fixa Duração Baixa Crédito Livre; R$ 20.000 ; R$ 5.000 ; R$ 20.000 ;D+000;D+001;0,30%;20 % QUE EXCEDER 100 % DO CDI;3/11/2003;1,19%;6,37%;12,36%;23,02%;27,62%;110,72%;83,36%;90,98%;94,77%;101,08%;0,57%;0,58%;-1,90;-0,12;648.336,22 
32760042000117;Icatu Vg Cred Plus Fc de FI RF Cred Priv;Icatu Vanguarda Gestao de Recursos;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 20.000 ; R$ 5.000 ; R$ 20.000 ;D+045;D+046;0,50%;20.0000% que exceder 100.0000  do CDI;17/6/2019;1,55%;3,82%;11,05%;25,40%;33,73%;144,63%;49,96%;81,34%;104,57%;123,44%;2,28%;1,30%;-0,98;1,35;501.185,51 
24248223000130;Illustrious FICFI Mult;Spx Gestao de Recursos Ltda;Multimercado;Multimercados Macro; R$ 50.000 ; R$ 10.000 ; R$ 50.000 ;D+060;D+061;0,70%;20 % QUE EXCEDER 100 % DO CDI;1/8/2016;-2,18%;-4,41%;-3,25%;24,96%;34,35%;-203,53%;-57,72%;-23,95%;102,72%;125,71%;6,93%;5,63%;-2,12;0,47;108.128,12 
20468779000181;Impacto Horizonte FI RF Cred Priv;Impacto Investimentos Ltda;Renda Fixa;Renda Fixa Duração Livre Grau de Invest.; R$ 5.000 ; R$ 1.000 ; R$ 1.000 ;D+000;D+000;0,42%;20 % QUE EXCEDER 100 % DO CDI;3/7/2015;1,10%;7,69%;13,77%;25,57%;28,54%;103,05%;100,71%;101,37%;105,25%;104,43%;0,07%;0,81%;2,43;-0,45;23.775,39 
08140054000164;Impacto Valuat FIA Bdr Nivel I;Impacto Investimentos Ltda;Ações;Ações Livre; R$ 5.000 ; R$ 1.000 ; R$ 1.000 ;D+001;D+004;2,00%;20.0000% que exceder 100.0000  do Ibovespa Fechamento+1:65536;29/9/2006;5,35%;19,23%;21,54%;-9,57%;16,15%;499,11%;251,64%;158,51%;-39,38%;59,11%;19,75%;20,70%;0,46;0,24;99.489,25 
17335646000122;Indie FIC FIA;Indie Capital Investimentos Ltda;Ações;Ações Livre; R$ 5.000 ; R$ 1.000 ; R$ 1.000 ;D+030;D+002;1,34%;20 % QUE EXCEDER 100 % DO IBrX;28/12/2012;3,75%;22,02%;25,97%;-26,78%;-13,11%;349,70%;288,25%;191,11%;-110,25%;-47,96%;24,80%;23,85%;0,58;0,23;435.215,10 
39992349000192;Indie Focus FIC FIA;Indie Capital Investimentos Ltda;Ações;Ações Livre; R$ 5.000 ; R$ 1.000 ; R$ 1.000 ;D+045;D+047;1,50%;-;28/12/2020;4,50%;28,71%;35,31%;-24,99%;-;420,03%;375,72%;259,93%;-102,86%;-;25,18%;28,15%;0,92;-0,52;64.139,73 
08244542000111;Infinity FICFI RF Ref DI Crédito;Bram Bradesco Asset Management SA Dtvm;Renda Fixa;Renda Fixa Duração Livre Grau de Invest.; R$ 1 ; R$ 1 ; R$ 1 ;D+000;D+000;0,55%;-;10/10/2006;1,05%;7,28%;12,74%;23,34%;25,97%;98,32%;95,24%;93,78%;96,07%;95,03%;0,11%;0,21%;-6,67;-11,14;54.752,33 
22759995000101;Infra Fdo Incent Inv em Infraest RF;Sul America Investimentos Gestora de Rec;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+045;D+046;0,80%;-;10/5/2017;1,20%;9,42%;10,30%;20,52%;30,95%;112,04%;123,27%;75,79%;84,49%;113,26%;3,31%;4,05%;-0,86;0,53;48.475,80 
48884731000173;Infra J R K F I e I e D D I RF Cred Priv;Kinea Investimento Ltda;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 1 ; R$ 1 ; R$ 1 ;D+120;D+121;0,47%;20.0000% que exceder 100.0000 do IMA-B;6/4/2023;-;-;-;-;-;-;-;-;-;-;-;4,32%;-;4,84;39.574,64 
39511976000164;Infra Plus RF FI Incent Infra Cred Priv;Julius Baer Family Office Brasil Ltda;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; - ; - ; - ;D+000;D+001;0,28%;-;1/12/2021;1,63%;11,38%;12,32%;-;-;152,39%;148,91%;90,71%;-;-;4,68%;4,44%;-0,22;-0,19;137.352,33 
30493739000143;Infraestrutura CDI RF Cred Priv;Santander Brasil Gestao de Recursos Ltda;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 100 ; R$ 100 ; R$ 100 ;D+029;D+030;1,00%;-;11/3/2019;1,82%;7,19%;9,72%;23,28%;32,18%;169,49%;94,15%;71,54%;95,84%;117,76%;1,59%;1,67%;-2,15;-0,16;1.454.987,87 
30493692000118;Infraestrutura Inflacao;Santander Brasil Gestao de Recursos Ltda;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 100 ; R$ 100 ; R$ 100 ;D+029;D+030;1,00%;-;11/3/2019;1,50%;8,68%;8,91%;17,00%;26,30%;139,87%;113,60%;65,61%;69,99%;96,23%;3,80%;5,19%;-1,07;0,25;344.714,24 
04764174000181;Institutional Active Fix Ib Multim FI;Itau Unibanco Asset Management Ltda;Multimercado;Multimercados Juros e Moedas; R$ 300.000 ; R$ 1.000 ; R$ 1.000 ;D+000;D+000;0,30%;-;12/3/2002;1,11%;7,76%;13,61%;24,55%;27,78%;103,25%;101,55%;100,16%;101,06%;101,64%;0,17%;0,46%;0,12;1,15;1.738.782,61 
15174629000125;Integral FI RF Cred Priv;Integral Investimentos;Renda Fixa;Renda Fixa Duração Livre Grau de Invest.; - ; - ; - ;D+029;D+030;0,75%;-;24/4/2012;1,38%;6,31%;12,99%;25,27%;33,25%;128,93%;82,63%;95,61%;104,04%;121,67%;0,54%;1,10%;-0,97;1,31;64.331,82 
37227745000106;Integral Sele FI RF Cred Priv LP;Integral Investimentos;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+060;D+061;0,40%;15 % QUE EXCEDER 100 % DO CDI;26/6/2020;1,42%;6,71%;13,61%;27,10%;34,29%;132,01%;87,85%;100,17%;111,55%;125,46%;0,57%;0,51%;0,04;4,14;24.086,72 
42315695000140;Inter Access Absolute Vertex Fc FI Mult;Inter Asset Gestao de Recursos Ltda.;Multimercado;Multimercados Macro; R$ 500 ; R$ 500 ; R$ 500 ;D+044;D+045;0,50%;-;29/9/2021;2,36%;9,44%;17,75%;-;-;219,87%;123,59%;130,68%;-;-;4,05%;4,02%;0,93;1,58;44.469,92 
36764134000126;Inter Access Atmos FIC FIA;Inter Asset Gestao de Recursos Ltda.;Ações;Ações Livre; R$ 50.000 ; R$ 10.000 ; R$ 50.000 ;D+060;D+062;0,50%;-;27/3/2020;5,06%;24,82%;16,98%;-15,85%;8,18%;472,48%;324,89%;124,98%;-65,22%;29,95%;19,68%;21,61%;0,25;0,30;55.279,09 
39281116000181;Inter Access Bogari Value FIC FIA;Inter Asset Gestao de Recursos Ltda.;Ações;Ações Valor/Crescimento; R$ 50.000 ; R$ 10.000 ; R$ 50.000 ;D+030;D+032;0,50%;-;12/11/2020;3,70%;11,26%;4,60%;-38,89%;-;344,88%;147,33%;33,84%;-160,06%;-;25,42%;24,01%;-0,19;-0,63;16.963,40 
36443587000150;Inter Access Legacy Capital Fc FI Mult;Inter Asset Gestao de Recursos Ltda.;Multimercado;Multimercados Macro; R$ 100 ; R$ 100 ; R$ 100 ;D+030;D+031;0,30%;-;28/8/2020;1,77%;5,14%;9,96%;33,92%;-;164,89%;67,29%;73,29%;139,64%;-;4,64%;5,12%;-0,67;0,72;55.880,11 
39344840000107;Inter Acoes Valor FIA;Inter Asset Gestao de Recursos Ltda.;Ações;Ações Livre; R$ 100 ; R$ 100 ; R$ 100 ;D+013;D+015;2,00%;-;23/11/2020;3,88%;16,12%;14,99%;-17,49%;-;361,64%;211,05%;110,32%;-72,01%;-;23,12%;21,81%;0,17;-0,28;13.336,95 
50197313000150;Inter BB Fc FI RF LP;Inter Asset Gestao de Recursos Ltda.;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 200 ; R$ 200 ; R$ 200 ;D+001;D+002;0,45%;-;12/4/2023;-;-;-;-;-;-;-;-;-;-;-;1,71%;-;-2,07;17.666,59 
20879578000177;Inter Conservador FI RF Cred Priv;Inter Asset Gestao de Recursos Ltda.;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 500 ; R$ 100 ; R$ 500 ;D+000;D+001;0,50%;-;30/1/2015;1,31%;5,40%;11,68%;25,14%;29,12%;122,19%;70,63%;85,94%;103,48%;106,56%;1,05%;0,93%;-1,61;-0,04;983.923,30 
09720710000160;Inter Conservador Plus FI RF LP;Inter Asset Gestao de Recursos Ltda.;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 1 ; R$ 1 ; R$ 1 ;D+000;D+001;0,80%;20 % QUE EXCEDER 100 % DO CDI;29/9/2008;1,23%;5,28%;11,32%;23,30%;27,03%;115,08%;69,12%;83,29%;95,90%;98,90%;1,05%;1,12%;-1,92;0,03;280.878,64 
36443522000105;Inter Corporate FI RF Cred Priv;Inter Asset Gestao de Recursos Ltda.;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 100 ; R$ 100 ; R$ 100 ;D+000;D+000;0,25%;-;9/3/2020;1,12%;7,79%;14,02%;25,74%;29,30%;104,94%;101,93%;103,17%;105,95%;107,22%;0,08%;0,35%;5,03;3,16;869.998,31 
30877528000104;Inter Hedge F Inc Inv Infr RF Cred Priv;Inter Asset Gestao de Recursos Ltda.;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 3.000 ; R$ 100 ; R$ 3.000 ;D+029;D+030;0,80%;-;31/8/2018;1,76%;6,53%;10,59%;23,07%;29,93%;163,83%;85,48%;77,95%;94,95%;109,53%;1,27%;1,32%;-2,09;-0,54;51.910,96 
44104852000102;Inter Inflacao Curta FI RF;Inter Asset Gestao de Recursos Ltda.;Renda Fixa;Renda Fixa Duração Alta Crédito Livre; R$ 100 ; R$ 100 ; R$ 100 ;D+000;D+001;0,50%;-;29/6/2022;0,92%;7,64%;10,55%;-;-;85,56%;99,94%;77,68%;-;-;2,27%;2,30%;-1,17;-1,52;20.409,99 
42294971000131;Inter Infra Fc FI Inc Infra RF Cred Priv;Inter Asset Gestao de Recursos Ltda.;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; - ; - ; - ;D+000;D+000;0,80%;-;30/9/2021;0,85%;2,19%;-0,33%;-;-;79,60%;28,73%;-2,46%;-;-;6,59%;6,83%;-1,84;-1,80;125.932,60 
49995610000161;Inter Instituicoes Finan FI RF Cred Priv;Inter Asset Gestao de Recursos Ltda.;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 100 ; R$ 100 ; R$ 100 ;D+000;D+000;0,25%;-;28/3/2023;-;-;-;-;-;-;-;-;-;-;-;0,41%;-;3,51;138.828,12 
27826059000190;Inter Premium FI RF Cred Priv LP;Inter Asset Gestao de Recursos Ltda.;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 500 ; R$ 100 ; R$ 500 ;D+014;D+015;0,60%;20.0000% que exceder 100.0000  do CDI;31/10/2017;1,52%;4,52%;10,83%;24,57%;30,49%;142,11%;59,11%;79,72%;101,13%;111,56%;1,55%;1,44%;-1,57;-0,32;218.530,55 
26089666000151;Inter Sel Deb Inc Fc FI Inf RF Cred Pri;Inter Asset Gestao de Recursos Ltda.;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 100 ; R$ 100 ; R$ 100 ;D+030;D+032;0,38%;-;7/11/2016;1,76%;7,77%;10,92%;22,58%;30,45%;164,22%;101,67%;80,35%;92,95%;111,43%;1,32%;1,92%;-1,78;0,20;65.341,09 
08815386000100;Inter Selection Acoes Fc FIA;Inter Asset Gestao de Recursos Ltda.;Ações;Ações Índice Ativo; R$ 100 ; R$ 100 ; R$ 100 ;D+030;D+032;1,00%;-;10/8/2007;4,36%;19,34%;18,18%;-16,25%;-3,47%;406,31%;253,17%;133,84%;-66,89%;-12,71%;21,62%;20,10%;0,30;-0,07;18.162,83 
39723660000136;Inter Selection Global FI Mult Inv Ext;Inter Asset Gestao de Recursos Ltda.;Multimercado;Multimercados Invest. no Exterior; R$ 100 ; R$ 100 ; R$ 100 ;D+030;D+032;0,70%;-;15/12/2020;2,16%;7,72%;9,72%;10,92%;-;201,85%;101,06%;71,56%;44,95%;-;5,12%;5,31%;-0,64;-0,45;34.346,39 
33784218000133;Inter Trafalgar FI Mult Cred Priv;Inter Asset Gestao de Recursos Ltda.;Multimercado;Multimercados Juros e Moedas; R$ 5.000 ; R$ 1.000 ; R$ 5.000 ;D+029;D+030;1,00%;-;30/8/2019;1,83%;6,06%;14,34%;23,93%;33,86%;170,26%;79,34%;105,53%;98,50%;123,89%;2,12%;3,63%;0,32;-0,10;60.277,48 
24874367000100;Inter+ Ibovespa Ativo FIA;Interinvest Gestao de Investimentos Ltda;Ações;Ações Índice Ativo; R$ 10.000 ; R$ 5.000 ; R$ 5.000 ;D+001;D+005;2,52%;-;5/8/2016;5,55%;8,39%;-21,81%;-75,64%;-65,59%;517,78%;109,78%;-160,51%;-311,34%;-240,00%;37,64%;35,56%;-0,70;0,17;28.058,43 
35939779000190;Ip Atlas Brl Fc FI Mult Ie;Ip Gestao de Recursos;Multimercado;Multimercados Invest. no Exterior; - ; - ; - ;D+005;D+009;1,50%;-;20/5/2020;4,78%;21,92%;16,10%;-8,60%;26,64%;446,34%;286,95%;118,47%;-35,39%;97,48%;17,35%;21,47%;0,22;0,25;47.667,72 
35939847000110;Ip Atlas Usd Fc FIA Bdr Nivel I;Ip Gestao de Recursos;Ações;Ações Livre; R$ 20.000 ; R$ 5.000 ; R$ -   ;D+010;D+014;1,50%;-;27/3/2020;3,02%;6,12%;0,65%;-24,81%;2,28%;282,18%;80,04%;4,78%;-102,10%;8,36%;20,15%;23,88%;-0,48;0,20;59.358,19 
12082452000149;Ip Partici Ipg Fc FIA-Bdr Nivel I;Ip Gestao de Recursos;Ações;Ações Livre; R$ 20.000 ; R$ 5.000 ; R$ -   ;D+030;D+032;2,00%;-;16/7/2010;4,02%;18,42%;15,22%;-12,97%;6,91%;374,68%;241,12%;112,04%;-53,41%;25,29%;14,47%;14,22%;0,17;0,20;483.892,48 
29544764000120;Ip Participacoes Fc FIA Bdr Nivel I;Ip Gestao de Recursos;Ações;Ações Livre; R$ 100.000 ; R$ 20.000 ; R$ 100.000 ;D+030;D+032;2,00%;20 % QUE EXCEDER 100 % DO IGP-M;3/7/1990;4,03%;18,42%;15,17%;-11,22%;8,45%;375,64%;241,13%;111,64%;-46,20%;30,93%;14,40%;15,84%;0,17;0,39;418.328,76 
12565182000127;Ip Pro FIC FIA Bdr Nivel I;Ip Gestao de Recursos;Ações;Ações Livre; R$ 100.000 ; R$ 20.000 ; R$ 20.000 ;D+030;D+032;1,60%;16 % QUE EXCEDER 100 % DO CDI;29/11/2010;2,28%;10,95%;12,86%;4,29%;21,77%;212,95%;143,37%;94,62%;17,67%;79,66%;7,45%;8,80%;-0,05;0,33;125.830,14 
18979900000198;Ip Pwm FIC FIA Bdr Nivel I;Ip Gestao de Recursos;Ações;Ações Livre; R$ 100.000 ; R$ 20.000 ; R$ 100.000 ;D+030;D+032;1,60%;16 % QUE EXCEDER 100 % DO CDI;16/1/2014;2,29%;10,98%;12,88%;4,31%;21,77%;214,00%;143,76%;94,80%;17,72%;79,68%;7,46%;9,63%;-0,05;0,24;114.712,47 
40796008000120;Ip Value Hedge Adv Fc FI Mult Ie;Ip Gestao de Recursos;Multimercado;Multimercados Invest. no Exterior; R$ 20.000 ; R$ 5.000 ; R$ -   ;D+030;D+032;2,00%;20,0000% que exceder 100,0000 do CDI;5/10/2022;2,24%;10,70%;-;-;-;209,13%;140,00%;-;-;-;-;6,61%;-;-0,23;99.285,30 
05936530000160;Ip Value Hedge Fc FI Mult Ie;Ip Gestao de Recursos;Multimercado;Multimercados Invest. no Exterior; R$ 20.000 ; R$ 5.000 ; R$ -   ;D+030;D+032;2,00%;20 % QUE EXCEDER 100 % DO CDI;9/9/2004;2,26%;10,73%;12,44%;3,49%;19,75%;210,48%;140,41%;91,57%;14,38%;72,28%;7,45%;8,90%;-0,10;0,36;300.474,91 
20198101000126;Iporanga Macro FICFI Mult;Iporanga Investimentos Ltda;Multimercado;Multimercados Macro; R$ 10.000 ; R$ 5.000 ; R$ 5.000 ;D+000;D+001;2,00%;20% que exceder 100% do CDI;23/7/2014;0,88%;7,66%;5,05%;-15,19%;4,38%;81,74%;100,24%;37,18%;-62,54%;16,02%;9,84%;15,39%;-0,72;-0,20;26.020,16 
05461721000112;Iport Mult Fc FI Mult;Investport Gestao e Consult de Invest;Multimercado;Multimercados Livre; R$ 50.000 ; R$ 1.000 ; R$ 10.000 ;D+030;D+034;0,80%;10 % QUE EXCEDER 100 % DO CDI;26/4/2004;2,36%;7,14%;9,39%;11,11%;19,90%;219,72%;93,41%;69,15%;45,73%;72,82%;6,27%;4,41%;-0,56;-0,04;45.867,26 
26978438000132;Iridium Apollo FI RF Cred Priv LP;Iridium Gestao de Recursos Ltda;Renda Fixa;Renda Fixa Duração Livre Grau de Invest.; R$ 1.000 ; R$ 100 ; R$ 1.000 ;D+000;D+001;0,40%;10 % QUE EXCEDER 100 % DO CDI;8/11/2017;1,43%;6,56%;12,98%;26,00%;31,41%;133,33%;85,91%;95,53%;107,04%;114,95%;0,47%;1,01%;-1,13;-0,05;2.239.808,40 
28259415000101;Iridium Pioneer Fundo Inc Inv Infra RF;Iridium Gestao de Recursos Ltda;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 500 ; R$ 100 ; R$ 500 ;D+030;D+031;0,70%;20 % QUE EXCEDER 100 % DO CDI;8/11/2017;1,40%;8,27%;11,29%;24,59%;33,22%;130,31%;108,18%;83,10%;101,21%;121,55%;1,49%;1,10%;-1,35;0,28;89.527,11 
13504068000150;Iridium Rhino Fc FIA;Iridium Gestao de Recursos Ltda;Ações;Ações Livre; R$ 500 ; R$ 100 ; R$ 500 ;D+001;D+003;1,80%;15 % QUE EXCEDER 100 % DO Ibovespa Fechamento;2/5/2017;3,37%;21,97%;23,26%;-16,12%;-0,29%;314,66%;287,50%;171,22%;-66,35%;-1,06%;22,38%;25,21%;0,51;0,18;66.400,13 
32756812000158;Iridium Titan Adv Fc FI RF Cred Priv;Iridium Gestao de Recursos Ltda;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 5.000 ; R$ 1.000 ; R$ 5.000 ;D+030;D+031;0,60%;20% que exceder 100% do CDI;6/5/2019;1,54%;6,62%;13,44%;27,28%;33,69%;143,72%;86,67%;98,90%;112,31%;123,27%;0,48%;0,67%;-0,27;1,79;279.087,84 
48133451000123;It D I P III T 2027 Fc I I RF Cred Priv;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 50.000 ; R$ 1 ; R$ 50.000 ;D+000;D+001;0,50%;20,0000% que exceder 100,0000 do Outros;12/12/2022;1,64%;15,86%;-;-;-;152,79%;207,58%;-;-;-;-;5,73%;-;2,65;65.361,27 
46172560000124;Itajui Fc Mult Cred Priv Ie;Itau Dtvm;Multimercado;Multimercados Invest. no Exterior; R$ 100.000 ; R$ 100 ; R$ 100 ;D+000;D+001;1,15%;-;30/11/2022;1,75%;5,83%;-;-;-;163,22%;76,36%;-;-;-;-;2,40%;-;-0,97;61.496,01 
22343253000109;Itaparica FICFI Mult;Tag Investimentos;Multimercado;Multimercados Livre; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+033;D+034;1,00%;-;30/9/2015;0,96%;4,37%;8,47%;19,46%;24,12%;89,14%;57,16%;62,37%;80,10%;88,26%;3,03%;4,43%;-1,48;-0,12;14.539,36 
42826922000100;Itau A D I D Fc I RF Cred Priv LP;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; - ; - ; - ;D+021;D+022;0,85%;20,0000% que exceder 100,0000 do IMA-B 5;8/4/2022;1,60%;14,26%;14,20%;-;-;149,29%;186,61%;104,50%;-;-;8,36%;7,76%;0,11;-0,10;20.292,46 
39990423000131;Itau Absolute Vertex Prev II Fc Mult;Absolute;Multimercado;Previdência Multimercado Livre; - ; - ; - ;D+021;D+022;2,00%;20% que exceder 100% do CDI;6/10/2021;2,28%;9,61%;17,71%;-;-;213,06%;125,80%;130,36%;-;-;3,77%;3,62%;0,99;1,12;258.808,55 
07686658000148;Itau Ac Governanca Corp Fc Sustentavel;Itau Unibanco Asset Management Ltda;Ações;Ações Indexados; R$ 2.000 ; R$ -   ; R$ 250 ;D+001;D+003;2,60%;-;31/8/2006;3,09%;9,27%;14,18%;-8,38%;7,06%;288,63%;121,33%;104,38%;-34,50%;25,85%;21,10%;25,17%;0,13;0,01;32.927,18 
06258544000134;Itau Ace Dividendos Acoes FICFI;Itau Unibanco Asset Management Ltda;Ações;Ações Dividendos; R$ 1 ; R$ 1 ; R$ 1 ;D+001;D+003;1,50%;-;24/5/2004;2,76%;11,70%;17,48%;10,76%;21,90%;257,13%;153,09%;128,68%;44,28%;80,14%;18,94%;23,14%;0,28;0,15;105.976,82 
35492361000187;Itau Acoes Asgard Fc;Itau Unibanco Asset Management Ltda;Ações;Ações Livre; R$ 100 ; R$ 100 ; R$ 100 ;D+021;D+023;2,00%;20% que exceder 100% do Ibovespa Fechamento;29/5/2020;1,52%;-8,43%;11,90%;-15,98%;3,04%;141,95%;-110,30%;87,56%;-65,80%;11,11%;19,81%;20,25%;0,02;0,05;448.622,89 
35495250000124;Itau Acoes Asgard Institucional Fc;Itau Unibanco Asset Management Ltda;Ações;Ações Livre; R$ 1 ; R$ 1 ; R$ 1 ;D+021;D+023;2,00%;20% que exceder 100% do Ibovespa Fechamento;29/5/2020;4,33%;7,84%;26,56%;-11,53%;6,26%;403,88%;102,68%;195,51%;-47,45%;22,89%;19,05%;20,28%;0,71;0,10;190.491,30 
20147389000100;Itau Acoes Bdr Nivel I Fc;Itau Unibanco Asset Management Ltda;Ações;Ações Livre; R$ 5.000 ; R$ -   ; R$ 250 ;D+001;D+003;1,90%;-;29/8/2014;1,81%;1,12%;-2,12%;-3,21%;26,67%;169,15%;14,67%;-15,58%;-13,22%;97,60%;19,90%;20,51%;-0,61;0,41;98.106,06 
29546256000180;Itau Acoes Blue Fc;Itau Unibanco Asset Management Ltda;Ações;Ações Índice Ativo; R$ 200 ; R$ 100 ; R$ 100 ;D+001;D+003;4,00%;-;1/1/1980;2,57%;9,06%;12,94%;-8,48%;4,20%;240,19%;118,60%;95,26%;-34,89%;15,35%;20,23%;27,96%;0,07;-0,12;134.417,39 
02887290000162;Itau Acoes Dividendos FI;Itau Unibanco Asset Management Ltda;Ações;Ações Dividendos; R$ 5.000 ; R$ 5.000 ; R$ 5.000 ;D+001;D+003;1,50%;-;7/1/1999;2,89%;13,01%;19,90%;14,12%;27,28%;270,01%;170,28%;146,49%;58,11%;99,81%;19,14%;22,42%;0,39;0,41;251.900,98 
08078571000150;Itau Acoes Dividendos Fc;Itau Unibanco Asset Management Ltda;Ações;Ações Dividendos; R$ 5.000 ; R$ 100 ; R$ 100 ;D+001;D+003;1,50%;-;31/8/2007;2,75%;11,64%;17,38%;10,65%;21,80%;256,85%;152,35%;127,95%;43,84%;79,76%;18,94%;23,96%;0,28;-0,05;12.871,02 
24571992000175;Itau Acoes Dunamis Fc;Itau Unibanco Asset Management Ltda;Ações;Ações Livre; R$ 1 ; R$ 1 ; R$ 1 ;D+021;D+023;1,90%;20 % QUE EXCEDER 100 % DO Ibovespa Fechamento;12/9/2016;2,61%;1,00%;9,73%;-10,65%;10,56%;243,72%;13,14%;71,59%;-43,85%;38,65%;19,40%;24,27%;-0,08;0,30;1.516.010,02 
36347815000199;Itau Acoes Dunamis Institucional Fc;Itau Unibanco Asset Management Ltda;Ações;Ações Livre; R$ 1 ; R$ 1 ; R$ 1 ;D+021;D+023;1,90%;20% que exceder 100% do Ibovespa Fechamento;15/4/2020;2,61%;1,01%;9,71%;-10,68%;10,09%;243,62%;13,21%;71,49%;-43,95%;36,92%;19,39%;20,51%;-0,08;0,25;191.815,79 
17759799000105;Itau Acoes Estrategia S P500 FICFI;Itau Unibanco Asset Management Ltda;Ações;Ações Livre; R$ 5.000 ; R$ -   ; R$ 1.000 ;D+001;D+003;1,90%;-;30/8/2013;3,47%;23,19%;18,37%;17,12%;56,03%;324,02%;303,58%;135,24%;70,47%;205,01%;18,79%;17,60%;0,32;0,48;212.880,71 
35727628000178;Itau Acoes Europa Ie Fc;Itau Unibanco Asset Management Ltda;Ações;Ações Invest. no Exterior; R$ 1 ; R$ 1 ; R$ 1 ;D+001;D+005;0,15%;-;15/1/2020;1,63%;10,86%;22,26%;-1,73%;28,84%;152,35%;142,17%;163,87%;-7,14%;105,53%;23,97%;25,57%;0,45;0,25;14.677,64 
67976423000112;Itau Acoes Ibovespa Ativo Fc;Itau Unibanco Asset Management Ltda;Ações;Ações Índice Ativo; R$ 2.000 ; R$ -   ; R$ 250 ;D+001;D+003;2,00%;-;7/7/1992;2,74%;10,34%;15,25%;-4,69%;10,75%;255,57%;135,39%;112,24%;-19,30%;39,32%;20,22%;30,46%;0,18;0,00;67.225,92 
54486055000182;Itau Acoes Ibrx Ativo FICFI;Itau Unibanco Asset Management Ltda;Ações;Ações Índice Ativo; R$ 1.000 ; R$ -   ; R$ 100 ;D+001;D+003;4,00%;-;1/1/1980;2,60%;8,29%;12,16%;-9,95%;3,13%;242,81%;108,45%;89,53%;-40,94%;11,46%;20,09%;25,20%;0,04;0,03;599.942,40 
67976449000160;Itau Acoes Index Ibov Fc;Itau Unibanco Asset Management Ltda;Ações;Ações Indexados; R$ 250 ; R$ -   ; R$ 250 ;D+001;D+003;2,00%;-;7/7/1992;3,12%;10,29%;16,71%;-2,60%;13,32%;290,68%;134,63%;122,98%;-10,72%;48,74%;20,99%;29,26%;0,24;0,00;113.016,54 
35727655000140;Itau Acoes Japao Ie Fc;Itau Unibanco Asset Management Ltda;Ações;Ações Invest. no Exterior; R$ 1 ; R$ 1 ; R$ 1 ;D+001;D+005;0,15%;-;15/1/2020;1,87%;3,42%;4,19%;-11,97%;9,33%;174,02%;44,74%;30,84%;-49,26%;34,14%;19,65%;21,46%;-0,33;0,04;39.439,60 
35727674000177;Itau Acoes Mercados Emergentes Ie Fc;Itau Unibanco Asset Management Ltda;Ações;Ações Invest. no Exterior; R$ 1 ; R$ 1 ; R$ 1 ;D+001;D+005;0,15%;-;15/1/2020;4,69%;0,54%;0,44%;-19,76%;-0,79%;437,44%;7,02%;3,25%;-81,35%;-2,90%;18,64%;22,22%;-0,54;-0,04;60.787,76 
